"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
4.13267919803647e-06,0.760994665217362,0.278,0.086,0.0887616838154273,"1","UBAP1"
4.4249559498942e-06,2.71521457334818,0.278,0.102,0.0950392038918276,"1","NMB"
4.49464947679435e-06,0.487467812705751,0.967,0.925,0.096536081462589,"1","MT-CO3"
5.00417963998413e-06,0.370741585193106,0.967,0.864,0.107479770307579,"1","RPL7"
5.14666184689489e-06,1.47292610062525,0.3,0.107,0.110540003147608,"1","HIVEP1"
5.21384817095807e-06,0.978134564771041,0.467,0.214,0.111983031015837,"1","ALKBH7"
5.53821671781643e-06,1.03136143453182,0.356,0.139,0.118949818665261,"1","UBE2R2"
5.75190103113431e-06,1.03619617871812,0.456,0.222,0.123539330346703,"1","BACH1"
5.86398918809789e-06,1.22313969655617,0.422,0.195,0.125946759781966,"1","JARID2"
6.0242138007401e-06,1.27253049011289,0.322,0.123,0.129388064012296,"1","KLF4"
6.12345404123778e-06,1.04626909717393,0.411,0.176,0.131519545897705,"1","C1orf43"
6.24344200874177e-06,2.16328914906641,0.256,0.086,0.134096647463756,"1","HMOX1"
6.51979269568009e-06,0.968276223421948,0.378,0.152,0.140032107517817,"1","NAPA"
7.34276992343881e-06,0.953939857374947,0.367,0.147,0.157708012415619,"1","CLNS1A"
7.37907227708359e-06,1.10631355162573,0.367,0.158,0.158487714367201,"1","GEM"
7.3925391258618e-06,1.07349349378667,0.311,0.115,0.15877695534526,"1","CTBS"
7.57399146825945e-06,1.48436402970383,0.267,0.091,0.162674188755277,"1","TCF7"
7.81758498992076e-06,0.76765467012986,0.733,0.468,0.167906090413518,"1","BST2"
7.82311981052225e-06,0.332088148435171,1,0.976,0.168024967290397,"1","RPS3A"
8.05915260959778e-06,0.646147559082149,0.689,0.393,0.173094479748941,"1","CD164"
8.23031103402818e-06,0.514356617121271,0.833,0.5,0.176770620388857,"1","ARPC1B"
8.68843213153078e-06,1.02212757608312,0.5,0.254,0.186610145321018,"1","CORO1B"
8.69580533706655e-06,0.92439851555285,0.289,0.096,0.186768507029515,"1","PRKCB"
9.22866169121314e-06,0.841557588353817,0.656,0.366,0.198213195803876,"1","DEDD2"
9.48382404577668e-06,0.974298198552715,0.489,0.23,0.203693572855192,"1","NFAT5"
1.02507959451488e-05,0.363300124555833,1,0.957,0.220166595309907,"1","FAU"
1.02788651730607e-05,1.06021317242009,0.367,0.152,0.220769466186997,"1","VSIR"
1.02951790470825e-05,0.745300889356456,0.822,0.623,0.221119855573237,"1","GPX4"
1.06010169730324e-05,0.802946406563455,0.778,0.505,0.227688642546791,"1","PMAIP1"
1.10643766699811e-05,1.0247505648037,0.444,0.209,0.237640682117854,"1","USP12"
1.12488863685712e-05,0.356119216403719,1,0.96,0.241603581424173,"1","RPS14"
1.12996935681874e-05,0.667013833237422,0.722,0.396,0.242694818457529,"1","HNRNPA0"
1.16162542673061e-05,1.18171267951103,0.311,0.12,0.249493909153201,"1","STXBP2"
1.17803799144524e-05,0.776858305514366,0.589,0.316,0.253018999802608,"1","GABARAPL2"
1.21439713406485e-05,0.828029670764352,0.444,0.206,0.260828216454448,"1","BNIP3L"
1.24801610447115e-05,0.598691593510013,0.567,0.299,0.268048898918313,"1","MAP3K8"
1.26883851834263e-05,1.27421749034774,0.289,0.104,0.272521136969631,"1","ZC3H8"
1.29505021685276e-05,0.346188563442546,1,0.992,0.278150885575635,"1","RPL10"
1.30040290534642e-05,1.014041141474,0.344,0.136,0.279300536010303,"1","CASP1"
1.32571750612901e-05,0.911011104640883,0.311,0.118,0.284737605966388,"1","SCO2"
1.36524906845966e-05,0.929874726438021,0.456,0.219,0.293228194923767,"1","EIF3L"
1.48391514965146e-05,3.26528549743744,0.322,0.142,0.318715295842141,"1","C15orf48"
1.50746108979747e-05,1.03254493810609,0.722,0.489,0.3237724928667,"1","NAMPT"
1.51017254612643e-05,0.452489402546878,0.978,0.89,0.324354859457034,"1","PFDN5"
1.56198232710832e-05,1.15205876228855,0.456,0.233,0.335482564216324,"1","RYBP"
1.63849345547961e-05,1.29022602614924,0.456,0.238,0.35191562436791,"1","PPP1CC"
1.72314546527083e-05,1.32958553559549,0.256,0.086,0.370097183030869,"1","ELMO1"
1.77933041651331e-05,1.31116873243569,0.456,0.225,0.382164586858728,"1","CAPG"
1.90910344558843e-05,2.5179820857701,0.378,0.19,0.410037238043482,"1","PPIF"
1.91945200365119e-05,0.709129795369131,0.611,0.353,0.412259901344203,"1","SEC11A"
1.92900455257912e-05,1.05303053402137,0.378,0.163,0.414311597802944,"1","NANS"
1.99713712525723e-05,1.1117241455989,0.333,0.139,0.428945111762748,"1","FAM53C"
2.07397018440539e-05,1.37820513084709,0.422,0.214,0.445447316206589,"1","HLA-DMA"
2.12225150541412e-05,1.73735022395215,0.411,0.217,0.455817178332846,"1","ASAH1"
2.45488298974822e-05,1.60476548490572,0.311,0.134,0.527259768538124,"1","FCGRT"
2.57500333140662e-05,0.639841537752203,0.789,0.513,0.553059215519514,"1","ANAPC16"
2.61220580720942e-05,1.23042982780382,0.444,0.219,0.56104956327244,"1","INSIG1"
2.61488989365548e-05,2.01974666004962,0.6,0.404,0.561626051359324,"1","PSAP"
2.7434531522199e-05,0.637348963025547,0.578,0.302,0.58923886803379,"1","PSMA2"
2.78174970225249e-05,0.779185765748313,0.456,0.211,0.597464201049789,"1","LAMTOR1"
2.89279145960899e-05,0.55465583326037,0.644,0.374,0.621313749694819,"1","BCAS2"
2.98978048681477e-05,0.707304322287108,0.422,0.182,0.642145052958076,"1","RHOG"
3.0406405446987e-05,0.899026833092827,0.522,0.286,0.653068776190387,"1","SERPINB9"
3.04356028646031e-05,0.707231236868071,0.622,0.356,0.653695878325945,"1","JOSD1"
3.09092691605683e-05,0.730670449041412,0.567,0.302,0.663869283030687,"1","MAP3K2"
3.12899650115431e-05,0.997022922316393,0.256,0.091,0.672045868517922,"1","MAN2B1"
3.14375297780511e-05,1.65977675055963,0.289,0.115,0.67521526457298,"1","TMEM173"
3.21430531974675e-05,1.0970834819753,0.256,0.091,0.690368496575208,"1","MTMR6"
3.29857529632237e-05,0.517010906047402,0.989,0.837,0.708468002144118,"1","EEF1B2"
3.35307176856912e-05,1.22322949357685,0.322,0.136,0.720172754453275,"1","UGCG"
3.39246036851344e-05,0.777731037494346,0.278,0.104,0.728632637949317,"1","EDEM1"
3.4177927391142e-05,1.52663169592564,0.367,0.174,0.734073524506948,"1","GLRX"
3.43927673486429e-05,0.85958649316027,0.344,0.142,0.738687857114151,"1","ARL8B"
3.49463547201865e-05,0.795025507727228,0.656,0.401,0.750577806680165,"1","FYB1"
3.51638569451543e-05,0.873179464989795,0.556,0.297,0.755249319468023,"1","AC058791.1"
3.51732670397486e-05,0.71904018637638,0.689,0.471,0.755451429479721,"1","POMP"
3.61744971110849e-05,0.435019713244699,0.811,0.489,0.776955848951882,"1","AKAP13"
3.81753933706285e-05,1.05437539947776,0.344,0.15,0.819931098814359,"1","RAD23B"
3.8840643977049e-05,0.38175206031057,0.989,0.941,0.834219351339058,"1","RPL26"
3.90632399133722e-05,0.923026233118628,0.622,0.401,0.839000266859409,"1","ATP1B3"
3.97671802594059e-05,1.301861197672,0.256,0.094,0.85411949761152,"1","HSPA13"
4.29671786171816e-05,1.09157975793128,0.511,0.281,0.922849062339825,"1","NFKB1"
4.3471548802563e-05,0.288529431914841,0.989,0.976,0.933681925181448,"1","RPS9"
4.35060635877467e-05,1.22044659177195,0.322,0.139,0.934423233737624,"1","CCDC6"
4.48945075908595e-05,1.08366289927438,0.367,0.171,0.964244234036481,"1","RPL7L1"
4.5086398027836e-05,0.490967669677394,0.8,0.505,0.968365656841861,"1","DBI"
4.61690179549699e-05,1.11922068908784,0.467,0.235,0.991618167636843,"1","CARD16"
4.68688492546723e-05,1.09554146553497,0.389,0.184,1,"1","ATOX1"
4.73657412856887e-05,0.765526614354745,0.422,0.198,1,"1","USP36"
4.81085455652671e-05,1.20245735221005,0.256,0.094,1,"1","ZSWIM6"
4.85529488543753e-05,0.596625672175495,0.567,0.291,1,"1","ARPC4"
4.9307454675946e-05,0.594384968887034,0.733,0.46,1,"1","GMFG"
5.17439201657516e-05,0.456349219467631,0.933,0.695,1,"1","KLF6"
5.23474743126894e-05,0.278181387171603,1,0.965,1,"1","RPL34"
5.25698994876547e-05,0.550844496504834,0.733,0.428,1,"1","GNAI2"
5.27997680945025e-05,2.72308251561031,0.433,0.262,1,"1","IFI30"
5.40923597922663e-05,0.493371307785392,0.933,0.754,1,"1","PPIA"
5.68649741695776e-05,0.573861174391653,0.711,0.414,1,"1","EIF3G"
5.71071969392895e-05,1.17824370753924,0.356,0.163,1,"1","OTUD1"
5.81078294030033e-05,1.13382879572746,0.367,0.171,1,"1","ATP13A3"
5.93917547284317e-05,1.01613662212257,0.356,0.16,1,"1","AGFG1"
6.04853098711343e-05,0.541917218693247,0.789,0.516,1,"1","UBE2B"
6.05342779213483e-05,0.277316879719102,1,0.973,1,"1","RPL39"
6.121886995409e-05,1.52053577809188,0.4,0.201,1,"1","G0S2"
6.28613449110959e-05,0.784551534080517,0.333,0.139,1,"1","VPS35"
6.37068587017423e-05,1.15783730723806,0.267,0.102,1,"1","RHOQ"
6.41994645925205e-05,1.25758035044585,0.3,0.128,1,"1","PHACTR2"
6.5140925789204e-05,0.826662416305929,0.511,0.275,1,"1","BRK1"
6.84531385191074e-05,0.654397762626177,0.333,0.131,1,"1","C16orf72"
6.85681320053873e-05,0.422430156686127,0.967,0.799,1,"1","COX4I1"
6.90784261170258e-05,1.3437113559434,0.289,0.118,1,"1","ME2"
7.11115206437994e-05,0.651235838585101,0.467,0.222,1,"1","NSMCE3"
7.44097399108375e-05,0.499662465433937,0.833,0.666,1,"1","NAP1L1"
7.70747248294935e-05,0.615798771350471,0.733,0.468,1,"1","H2AFV"
7.82644906263114e-05,0.876757366197514,0.278,0.104,1,"1","DOCK2"
8.02887707727647e-05,0.764054572653574,0.311,0.126,1,"1","CNPY3"
8.04391000984816e-05,1.00888365104742,0.322,0.139,1,"1","ATP6V0D1"
8.1800993163385e-05,0.463806809718636,0.811,0.543,1,"1","CHORDC1"
8.19349515620824e-05,0.37966659118895,1,0.914,1,"1","HLA-B"
8.6938920024842e-05,0.933860698455638,0.556,0.326,1,"1","EFHD2"
8.80370947903643e-05,1.65586270673657,0.267,0.11,1,"1","TPP1"
8.81842858503959e-05,0.991777154220845,0.578,0.356,1,"1","CDKN1A"
8.878103491664e-05,1.00960515312409,0.333,0.147,1,"1","ADAM10"
9.25987684953715e-05,0.645207342743689,0.467,0.241,1,"1","IGFLR1"
9.42124665005675e-05,0.434643461856138,0.767,0.465,1,"1","ATP6V0E1"
9.47337146116626e-05,0.71973308026872,0.511,0.281,1,"1","TMEM219"
9.68502742124316e-05,1.34642327266336,0.322,0.147,1,"1","NCF1"
9.76843451843864e-05,0.626778167582903,0.356,0.152,1,"1","ERP44"
9.90723984445215e-05,0.474608207438425,0.911,0.679,1,"1","CDC42"
0.000101242034222374,1.40436802320553,0.422,0.235,1,"1","TNFRSF18"
0.000105026717591274,0.74513049361769,0.678,0.425,1,"1","NR4A2"
0.000105151851081926,0.545002982002032,0.622,0.372,1,"1","NABP1"
0.000106210223336935,0.768624164410431,0.411,0.195,1,"1","WDR1"
0.000108900818155535,0.718152249012704,0.433,0.217,1,"1","AC016831.5"
0.000109684640977313,0.561004869149405,0.789,0.561,1,"1","TAGLN2"
0.000110787791863058,0.987878971889104,0.3,0.128,1,"1","TNIP1"
0.000111832803984186,0.604829834526312,0.722,0.487,1,"1","MORF4L1"
0.000114391482110927,0.431392794482402,0.878,0.655,1,"1","ARPC3"
0.000116221649195764,1.02086321201255,0.278,0.112,1,"1","EPSTI1"
0.000116705368668335,0.55313418836598,0.356,0.152,1,"1","CDC26"
0.000118609985019127,0.649991439172204,0.644,0.385,1,"1","EVI2B"
0.000119680281202845,0.43569342148309,0.867,0.607,1,"1","RPS4Y1"
0.000127178490594136,0.876769947532844,0.7,0.513,1,"1","GABARAP"
0.00012739888108456,0.841696664108502,0.278,0.107,1,"1","SATB1"
0.000127602677410357,2.0742912779973,0.4,0.219,1,"1","NR4A3"
0.000128931353205233,0.901812325978594,0.422,0.217,1,"1","PTGER4"
0.000129044459631975,1.02442416780166,0.289,0.118,1,"1","NAGK"
0.000129638312340711,0.712694414526827,0.456,0.214,1,"1","B4GALT1"
0.000129720093986686,0.534405194887614,0.556,0.307,1,"1","ISCU"
0.000130617865387565,0.654005505826933,0.622,0.356,1,"1","MRFAP1"
0.000132188970932932,0.818208453801052,0.378,0.176,1,"1","PPP4R2"
0.000132210169066506,0.463204654185844,0.567,0.31,1,"1","PNPLA8"
0.00013259023621818,0.569643785315884,0.878,0.676,1,"1","HINT1"
0.000134436766305169,0.400303501846867,0.556,0.281,1,"1","GTF2B"
0.000134887863081104,0.598674360426318,0.489,0.251,1,"1","RAB7A"
0.00013556141907716,0.812583922554283,0.578,0.337,1,"1","FOSL2"
0.000136012659437931,1.02001989922936,0.289,0.12,1,"1","IFNAR1"
0.00013789326275359,0.443635297472333,0.989,0.928,1,"1","JUND"
0.000138727769279936,0.496200511915018,0.889,0.604,1,"1","CIRBP"
0.00013885479431973,0.252029693685723,1,0.976,1,"1","RPS24"
0.000141313156939369,1.96892687781231,0.5,0.318,1,"1","PLIN2"
0.00014356873023693,0.531558194891407,0.811,0.623,1,"1","SERP1"
0.000146216007533894,0.752778169763668,0.344,0.15,1,"1","ST8SIA4"
0.000146560051647488,0.737517862443023,0.322,0.139,1,"1","REV3L"
0.000148424956928663,0.982283720467956,0.433,0.233,1,"1","PTPN1"
0.000149508887007618,0.76264929727592,0.622,0.388,1,"1","DUSP4"
0.000150430390995146,0.741754185468167,0.544,0.305,1,"1","KIF5B"
0.000150946776033413,0.908557162933517,0.367,0.176,1,"1","AKIRIN2"
0.000156981238366233,0.915984537003392,0.522,0.291,1,"1","SPAG9"
0.000168673419578918,1.49250389914497,0.289,0.131,1,"1","ZNF281"
0.000174201388964867,0.325451100650993,0.989,0.965,1,"1","RPL15"
0.000176593004754146,0.41404616804863,0.922,0.778,1,"1","BTF3"
0.00017704709544413,1.26895140295851,0.278,0.118,1,"1","WIPI2"
0.000181373788006115,0.397716983124413,1,0.995,1,"1","B2M"
0.000189544355829297,0.44809248640489,0.611,0.34,1,"1","DAZAP2"
0.000190609417481446,0.741593284073761,0.3,0.123,1,"1","PRMT9"
0.000191026795779846,0.372718398951434,1,0.955,1,"1","MT-CO2"
0.000194322209309226,0.394745879473677,0.789,0.521,1,"1","UBE2S"
0.000195356241806704,0.777703470826989,0.5,0.281,1,"1","ELL2"
0.000198525340307386,0.404829301756491,0.7,0.422,1,"1","NEDD8"
0.000202300626116404,0.495602024456902,0.689,0.433,1,"1","NSA2"
0.000203084138427309,1.14144275522122,0.456,0.262,1,"1","DUSP5"
0.000203633478251251,0.965026794867063,0.333,0.152,1,"1","TET2"
0.000208205198317395,1.45091569291171,0.267,0.118,1,"1","PSMB5"
0.000217357104138539,1.02338498938211,0.267,0.11,1,"1","MXI1"
0.000223003373580192,0.622771215641344,0.256,0.099,1,"1","HK1"
0.000225908387477252,0.444840883845927,0.867,0.65,1,"1","TMBIM6"
0.000227891546831698,0.360338858227216,0.933,0.794,1,"1","RPL36AL"
0.00022936236743669,1.5375089258938,0.333,0.174,1,"1","MGAT1"
0.000229684075626523,0.69185607834556,0.589,0.356,1,"1","RHOH"
0.000231691847088543,0.872317060684212,0.6,0.38,1,"1","RANBP2"
0.000233775933300934,0.863172732447134,0.256,0.099,1,"1","KATNBL1"
0.00023790226612092,0.627534349119602,0.456,0.235,1,"1","TIGIT"
0.000240324007818264,0.460569623183156,0.511,0.289,1,"1","IL7R"
0.000247609720817794,1.13028732496225,0.289,0.128,1,"1","PTEN"
0.000265046001473627,0.634150872568605,0.467,0.257,1,"1","TNFRSF14"
0.000267877553352771,0.333755138863963,0.878,0.615,1,"1","NDUFA4"
0.000269040894482265,1.12645226553643,0.467,0.273,1,"1","IFI6"
0.000273780681796777,0.886003885735569,0.567,0.356,1,"1","FABP5"
0.000274006875107802,0.505672940927363,0.333,0.15,1,"1","MKLN1"
0.000275482713541154,0.367274716672525,0.933,0.695,1,"1","COX7C"
0.000281614983389051,0.415751557556498,0.811,0.54,1,"1","COX8A"
0.000286016048341248,0.782860803237434,0.289,0.123,1,"1","GOLT1B"
0.000287826610122883,0.726089696754227,0.322,0.15,1,"1","SCARB2"
0.000288506022306651,0.398651881295186,0.933,0.81,1,"1","EEF1G"
0.000289991137252105,1.1624275118259,0.3,0.136,1,"1","MIR155HG"
0.000294169094203685,0.785677250342362,0.367,0.193,1,"1","TMEM107"
0.000295132281023441,0.76299559166503,0.467,0.267,1,"1","LRPAP1"
0.000301236412532697,0.562923350846218,0.556,0.31,1,"1","ZEB2"
0.000316009677623217,0.68216655359716,0.578,0.348,1,"1","CALM3"
0.000318607750910569,0.768678138607246,0.322,0.147,1,"1","COX16"
0.00031904021595976,0.880185725409452,0.344,0.16,1,"1","PICALM"
0.000335758353614777,0.583059272526088,0.511,0.267,1,"1","SEC11C"
0.000335965381182186,0.381375861193376,0.444,0.225,1,"1","ZMYM2"
0.000336934263426145,0.686338778864863,0.778,0.599,1,"1","RGS1"
0.00034413240079861,0.679043321436885,0.444,0.238,1,"1","AFF4"
0.00034490973972193,0.527125594541542,0.556,0.321,1,"1","DNTTIP2"
0.000351006249327715,0.506824451032935,0.622,0.372,1,"1","NUDC"
0.000358911078874521,0.441504463869654,0.889,0.695,1,"1","UBE2D3"
0.000366112510292296,0.949146681450497,0.378,0.193,1,"1","DENND4A"
0.000372544977958043,0.389808845386683,0.622,0.329,1,"1","FAM49B"
0.00037427736514039,0.5630850477714,0.356,0.168,1,"1","KPNB1"
0.000376417134419914,0.471283721138051,0.811,0.57,1,"1","EIF3K"
0.00038390249303117,0.334934052378463,0.422,0.209,1,"1","MAPKAPK2"
0.000394621678196739,0.323494597056761,1,0.917,1,"1","SERF2"
0.000396982767982125,0.967199160212919,0.3,0.136,1,"1","NAB1"
0.000398357095262394,0.884973439615069,0.322,0.152,1,"1","N4BP2L1"
0.000405373720755405,0.756561634573763,0.4,0.198,1,"1","RAB14"
0.000406718822299079,0.963561665037123,0.356,0.176,1,"1","CAPNS1"
0.000406718911014896,0.591991535630249,0.633,0.374,1,"1","LSP1"
0.000410197425526607,0.777362853224885,0.611,0.374,1,"1","HIF1A"
0.000418483636963713,1.09026968998684,0.444,0.257,1,"1","TNFRSF1B"
0.000424680870615115,0.573147746205349,1,0.789,1,"1","VIM"
0.000425680051129791,0.374304950487631,0.911,0.773,1,"1","RPS17"
0.000431108168318597,0.719548919047785,0.522,0.302,1,"1","SLC5A3"
0.00043375137246835,0.927190673287837,0.289,0.131,1,"1","CUX1"
0.000440693914807784,0.469631043822628,0.811,0.615,1,"1","CCNI"
0.000441477077969786,1.0855999947018,0.367,0.195,1,"1","BLVRB"
0.000461986465068855,0.600860891193406,0.256,0.102,1,"1","TENT2"
0.000466744596224888,0.522224261760219,0.556,0.313,1,"1","FKBP1A"
0.000469818458056169,0.273355715172601,1,0.936,1,"1","HSP90AB1"
0.000471251617668227,0.476169949181594,0.344,0.166,1,"1","AL355075.4"
0.000475440983591815,0.919557980129642,0.344,0.174,1,"1","PGLS"
0.000487612969647839,0.488168721886343,0.711,0.463,1,"1","ARF4"
0.000490189829990272,0.836521357100239,0.389,0.203,1,"1","TMED5"
0.000494473223320272,1.2453372909748,0.267,0.12,1,"1","DDHD1"
0.000497951953143306,0.842604299082271,0.333,0.163,1,"1","NFKB2"
0.000500718450726018,1.15664789829551,0.289,0.134,1,"1","FAS"
0.000504260146149669,0.357884222174779,0.889,0.698,1,"1","ATP5MC2"
0.000540298306953742,0.711868754222651,0.344,0.163,1,"1","TIMM13"
0.000550899326024961,0.364589840550828,0.978,0.981,1,"1","MT-CO1"
0.000550984490077859,0.345178060249598,0.933,0.762,1,"1","RPL4"
0.00055403622149095,0.341603983927838,0.989,0.842,1,"1","HSPH1"
0.000563089652910465,0.47886286970161,0.333,0.15,1,"1","EMC10"
0.00058081835110681,0.581241984770972,0.267,0.112,1,"1","CREB1"
0.000595099015822393,0.692526622864505,0.811,0.604,1,"1","S100A4"
0.000595905152990567,0.619636577286221,0.533,0.316,1,"1","PLP2"
0.000604662172645725,0.832976794139895,0.278,0.123,1,"1","SPATS2L"
0.000616202307927754,0.814939257024403,0.289,0.131,1,"1","SUMF2"
0.000617422701472607,0.366887402130789,0.989,0.939,1,"1","RPS4X"
0.00062966431440779,0.770093888218536,0.344,0.179,1,"1","PPIL4"
0.000633449824814307,0.259392050504023,0.611,0.34,1,"1","RSL1D1"
0.000641044982456361,0.58123961766725,0.733,0.503,1,"1","ATP6V1G1"
0.000646151593394687,0.696910484466347,0.478,0.289,1,"1","CANX"
0.000652433573686626,0.439391560890107,0.956,0.799,1,"1","NPM1"
0.000667779017680879,0.51878584933934,0.389,0.193,1,"1","MAPK1IP1L"
0.000669329810938193,0.417002544947793,0.433,0.219,1,"1","YWHAG"
0.000673110061504351,0.756616894381414,0.533,0.321,1,"1","ITGB2"
0.000692661975275283,1.60094038787963,0.322,0.163,1,"1","S100A9"
0.000716017457437898,0.45532804431766,0.633,0.396,1,"1","RBPJ"
0.000730988484714001,0.933155433216774,0.589,0.42,1,"1","ANXA5"
0.00075292557642365,0.483943001116322,0.644,0.406,1,"1","UXT"
0.000775663453208036,0.627340847025495,0.6,0.361,1,"1","CKS2"
0.000780770367804084,0.25635897133081,0.456,0.23,1,"1","ATP5PB"
0.000784289040045721,0.344268448330868,0.367,0.19,1,"1","TRIB1"
0.000805731283990625,0.658676458585982,0.356,0.174,1,"1","SERINC3"
0.000806907574737799,0.793582504734165,0.278,0.126,1,"1","TNIP2"
0.000816183013080711,0.739410098034134,0.344,0.168,1,"1","SLU7"
0.000819897704375326,0.374884588789984,0.289,0.128,1,"1","ECHDC1"
0.000823558534482448,0.654097097383048,0.344,0.168,1,"1","RPN1"
0.000828742051417955,0.703723556350137,0.411,0.219,1,"1","IQGAP2"
0.000829440740642028,0.638320775471182,0.6,0.396,1,"1","NFE2L2"
0.000840419960511075,1.32641689695214,0.4,0.238,1,"1","WDR74"
0.000844244085101458,0.272172831750472,1,0.957,1,"1","RPL29"
0.000847085877559244,0.403204571765617,0.644,0.396,1,"1","PPP1CB"
0.000849818235341021,0.896349710731431,0.544,0.348,1,"1","BAG3"
0.000852721468536134,0.549822927543195,0.456,0.251,1,"1","DYNLT1"
0.000866055948587726,0.424016731333216,0.889,0.749,1,"1","CHCHD2"
0.000878629460458659,0.305202336775284,0.733,0.503,1,"1","JMJD1C"
0.000903929741758819,0.358780001108181,0.989,0.88,1,"1","RPSA"
0.000906420422623475,0.478746663647889,0.489,0.273,1,"1","ILF2"
0.000938123101003433,0.566340642794102,0.6,0.38,1,"1","DPP7"
0.000947276047353168,0.480140206754501,0.511,0.297,1,"1","TMBIM4"
0.000961487216497052,0.518938016706067,0.589,0.372,1,"1","RHEB"
0.00097391438415641,0.394240776819301,0.5,0.273,1,"1","OCIAD1"
0.00097865250071204,0.429557808349723,0.733,0.492,1,"1","ATP5F1D"
0.000993039432889788,0.521283010216535,0.633,0.404,1,"1","ZC3HAV1"
0.000993327521919441,0.399498129011376,0.556,0.324,1,"1","DDX3Y"
0.000998070262044504,0.557568519002341,0.356,0.174,1,"1","TXN2"
0.00100313692390381,0.271086790074542,1,0.981,1,"1","RPL32"
0.00103278692149495,0.517404993878507,0.644,0.406,1,"1","IRF2BP2"
0.00103602645905776,0.49825032148899,0.356,0.182,1,"1","CLINT1"
0.0010406288490576,0.335164524230307,0.656,0.372,1,"1","GSTK1"
0.00105321000485218,0.853497178201846,0.333,0.176,1,"1","TP53INP1"
0.00106324855349567,0.561702149756937,0.3,0.136,1,"1","WAS"
0.00107353467951916,0.425588548987183,0.278,0.126,1,"1","MYO9B"
0.00112686004915331,0.413588384372043,0.678,0.476,1,"1","SLC25A5"
0.00112694631648996,0.641211670926061,0.467,0.273,1,"1","HSPA4"
0.00115542858030052,0.642455010312674,0.4,0.219,1,"1","CAMLG"
0.00116212771212535,0.826641900493971,0.333,0.166,1,"1","RASGEF1B"
0.00117238056762677,0.325567288156734,1,0.914,1,"1","RPL5"
0.00121337450455628,0.772608203862828,0.378,0.198,1,"1","ZNF267"
0.00122964135555798,0.760871536664198,0.267,0.12,1,"1","AC092338.3"
0.00125433878732751,0.485220838932056,0.322,0.15,1,"1","SDHB"
0.00126158659511675,0.59896898797187,0.378,0.201,1,"1","RASSF5"
